order_id,promised_delivery_date,actual_delivery_date,delivery_delay_days
ORD-124174,2024-11-29,2024-12-02,3.0
ORD-124175,2025-10-29,2025-10-29,0.0
ORD-124176,2025-12-15,2025-12-15,0.0
ORD-124177,2025-03-13,2025-03-15,2.0
ORD-124178,2025-02-26,2025-03-01,3.0
ORD-124179,2025-09-02,2025-09-02,0.0
ORD-124180,2025-03-28,2025-03-28,0.0
ORD-124181,2025-01-27,,
ORD-124182,2024-09-10,2024-09-11,1.0
ORD-124183,2025-12-02,2025-12-02,0.0
ORD-124184,2025-09-10,2025-09-10,0.0
ORD-124185,2025-04-18,2025-04-18,0.0
ORD-124186,2025-03-13,2025-03-13,0.0
ORD-124187,2024-08-19,2024-08-19,0.0
ORD-124188,2025-11-04,2025-11-04,0.0
ORD-124189,2025-10-02,2025-10-02,0.0
ORD-124190,2025-04-03,2025-04-04,1.0
ORD-124191,2024-11-07,,
ORD-124192,2025-08-24,2025-08-26,2.0
ORD-124193,2024-08-18,,
ORD-124194,2025-05-02,2025-05-03,1.0
ORD-124195,2025-01-14,2025-01-19,5.0
ORD-124196,2025-07-03,2025-07-04,1.0
ORD-124197,2025-01-30,2025-01-30,0.0
ORD-124198,2025-10-10,2025-10-10,0.0
ORD-124199,2024-08-20,2024-08-20,0.0
ORD-124200,2025-08-05,2025-08-05,0.0
ORD-124201,2025-10-21,2025-10-21,0.0
ORD-124202,2025-09-23,2025-09-24,1.0
ORD-124203,2025-01-30,2025-01-31,1.0
ORD-124204,2025-09-29,2025-09-29,0.0
ORD-124205,2025-06-05,2025-06-05,0.0
ORD-124206,2025-09-03,2025-09-03,0.0
ORD-124207,2025-08-18,2025-08-18,0.0
ORD-124208,2025-07-29,2025-07-29,0.0
ORD-124209,2025-08-12,2025-08-12,0.0
ORD-124210,2025-10-07,2025-10-09,2.0
ORD-124211,2025-08-01,2025-08-01,0.0
ORD-124212,2025-11-21,2025-11-23,2.0
ORD-124213,2025-03-13,2025-03-14,1.0
ORD-124214,2025-10-08,2025-10-08,0.0
ORD-124215,2025-10-21,2025-10-24,3.0
ORD-124216,2025-03-28,2025-03-29,1.0
ORD-124217,2025-11-21,2025-11-21,0.0
ORD-124218,2025-10-31,,
ORD-124219,2025-12-20,2025-12-20,0.0
ORD-124220,2025-08-07,2025-08-07,0.0
ORD-124221,2025-07-19,,
ORD-124222,2025-05-23,2025-05-23,0.0
ORD-124223,2025-03-15,2025-03-15,0.0
ORD-124224,2025-07-22,2025-07-22,0.0
ORD-124225,2024-07-26,2024-07-28,2.0
ORD-124226,2025-12-11,2025-12-12,1.0
ORD-124227,2025-07-08,2025-07-08,0.0
ORD-124228,2025-07-11,2025-07-11,0.0
ORD-124229,2025-07-25,2025-07-25,0.0
ORD-124230,2025-09-28,2025-09-28,0.0
ORD-124231,2024-02-20,,
ORD-124232,2025-09-13,2025-09-15,2.0
ORD-124233,2025-06-25,2025-06-25,0.0
ORD-124234,2025-08-13,2025-08-13,0.0
ORD-124235,2024-01-27,2024-01-27,0.0
ORD-124236,2025-10-20,2025-10-20,0.0
ORD-124237,2024-09-15,2024-09-16,1.0
ORD-124238,2025-03-19,2025-03-19,0.0
ORD-124239,2025-11-04,2025-11-04,0.0
ORD-124240,2024-12-09,2024-12-09,0.0
ORD-124241,2025-01-26,2025-01-26,0.0
ORD-124242,2025-03-01,2025-03-01,0.0
ORD-124243,2025-02-23,,
ORD-124244,2025-07-08,2025-07-09,1.0
ORD-124245,2025-12-09,2025-12-10,1.0
ORD-124246,2025-09-26,2025-09-26,0.0
ORD-124247,2025-08-27,2025-08-27,0.0
ORD-124248,2025-11-15,2025-11-15,0.0
ORD-124249,2025-05-05,2025-05-05,0.0
ORD-124250,2024-12-20,2024-12-20,0.0
ORD-124251,2024-10-25,,
ORD-124252,2025-04-17,2025-04-17,0.0
ORD-124253,2025-05-20,2025-05-20,0.0
ORD-124254,2024-09-01,2024-09-01,0.0
ORD-124255,2025-10-06,2025-10-07,1.0
ORD-124256,2025-04-28,2025-04-29,1.0
ORD-124257,2025-02-14,2025-02-15,1.0
ORD-124258,2024-09-08,2024-09-08,0.0
ORD-124259,2025-06-24,2025-06-24,0.0
ORD-124260,2025-06-22,,
ORD-124261,2025-11-15,2025-11-18,3.0
ORD-124262,2025-11-06,2025-11-08,2.0
ORD-124263,2025-01-06,2025-01-09,3.0
ORD-124264,2025-11-23,2025-11-23,0.0
ORD-124265,2025-11-07,2025-11-07,0.0
ORD-124266,2024-12-16,2024-12-16,0.0
ORD-124267,2025-02-07,2025-02-07,0.0
ORD-124268,2025-11-09,2025-11-09,0.0
ORD-124269,2024-04-15,2024-04-15,0.0
ORD-124270,2025-12-12,2025-12-13,1.0
ORD-124271,2025-12-13,,
ORD-124272,2025-11-17,2025-11-19,2.0
ORD-124273,2025-12-02,2025-12-03,1.0
ORD-124274,2025-01-26,,
ORD-124275,2024-02-01,2024-02-04,3.0
ORD-124276,2025-11-18,2025-11-18,0.0
ORD-124277,2025-11-19,2025-11-20,1.0
ORD-124278,2025-10-23,2025-10-25,2.0
ORD-124279,2025-06-07,2025-06-07,0.0
ORD-124280,2025-10-26,2025-10-26,0.0
ORD-124281,2024-07-16,2024-07-16,0.0
ORD-124282,2024-11-20,2024-11-20,0.0
ORD-124283,2024-11-02,2024-11-02,0.0
ORD-124284,2025-08-22,2025-08-22,0.0
ORD-124285,2025-02-12,2025-02-12,0.0
ORD-124286,2024-09-23,2024-09-23,0.0
ORD-124287,2024-10-18,2024-10-18,0.0
ORD-124288,2024-10-26,2024-10-29,3.0
ORD-124289,2025-10-09,2025-10-10,1.0
ORD-124290,2025-02-03,2025-02-03,0.0
ORD-124291,2025-01-27,2025-01-28,1.0
ORD-124292,2025-03-23,2025-03-24,1.0
ORD-124293,2025-11-23,,
ORD-124294,2025-06-09,2025-06-09,0.0
ORD-124295,2025-11-09,2025-11-11,2.0
ORD-124296,2025-10-30,2025-11-02,3.0
ORD-124297,2025-01-02,2025-01-03,1.0
ORD-124298,2025-10-22,2025-10-22,0.0
ORD-124299,2025-10-29,2025-10-29,0.0
ORD-124300,2025-09-09,2025-09-10,1.0
ORD-124301,2025-07-18,2025-07-18,0.0
ORD-124302,2025-05-21,2025-05-21,0.0
ORD-124303,2025-11-03,,
ORD-124304,2025-10-29,2025-10-29,0.0
ORD-124305,2024-10-14,2024-10-17,3.0
ORD-124306,2025-11-10,2025-11-10,0.0
ORD-124307,2025-04-10,2025-04-10,0.0
ORD-124308,2025-05-08,2025-05-08,0.0
ORD-124309,2025-11-02,2025-11-02,0.0
ORD-124310,2025-12-24,2025-12-24,0.0
ORD-124311,2024-09-29,2024-09-30,1.0
ORD-124312,2025-03-09,2025-03-11,2.0
ORD-124313,2025-07-21,2025-07-21,0.0
ORD-124314,2024-09-17,2024-09-17,0.0
ORD-124315,2025-01-27,2025-01-27,0.0
ORD-124316,2025-09-01,,
ORD-124317,2025-02-04,2025-02-04,0.0
ORD-124318,2025-07-30,2025-07-30,0.0
ORD-124319,2025-06-25,2025-06-25,0.0
ORD-124320,2025-05-14,2025-05-17,3.0
ORD-124321,2025-11-20,2025-11-20,0.0
ORD-124322,2024-10-24,2024-10-24,0.0
ORD-124323,2024-12-25,2024-12-25,0.0
ORD-124324,2025-03-11,2025-03-13,2.0
ORD-124325,2025-04-11,2025-04-12,1.0
ORD-124326,2024-12-11,2024-12-12,1.0
ORD-124327,2025-12-08,2025-12-08,0.0
ORD-124328,2025-11-11,2025-11-11,0.0
ORD-124329,2025-06-25,2025-06-25,0.0
ORD-124330,2024-10-07,2024-10-07,0.0
ORD-124331,2024-11-28,2024-11-28,0.0
ORD-124332,2024-10-18,,
ORD-124333,2024-08-08,2024-08-08,0.0
ORD-124334,2025-05-12,2025-05-15,3.0
ORD-124335,2024-11-18,2024-11-19,1.0
ORD-124336,2025-07-02,2025-07-04,2.0
ORD-124337,2025-11-01,2025-11-03,2.0
ORD-124338,2025-06-06,2025-06-09,3.0
ORD-124339,2025-11-25,2025-11-26,1.0
ORD-124340,2025-11-12,2025-11-12,0.0
ORD-124341,2024-07-08,2024-07-09,1.0
ORD-124342,2025-05-03,2025-05-03,0.0
ORD-124343,2025-11-05,2025-11-05,0.0
ORD-124344,2024-04-13,,
ORD-124345,2024-11-12,2024-11-12,0.0
ORD-124346,2025-01-05,2025-01-05,0.0
ORD-124347,2025-12-22,2025-12-22,0.0
ORD-124348,2025-03-20,2025-03-21,1.0
ORD-124349,2025-02-13,,
ORD-124350,2025-10-05,2025-10-05,0.0
ORD-124351,2025-04-28,2025-04-28,0.0
ORD-124352,2025-11-21,2025-11-21,0.0
ORD-124353,2025-07-19,,
ORD-124354,2025-05-17,,
ORD-124355,2024-06-17,2024-06-17,0.0
ORD-124356,2025-12-06,2025-12-06,0.0
ORD-124357,2025-12-19,2025-12-20,1.0
ORD-124358,2024-12-26,2024-12-26,0.0
ORD-124359,2025-11-14,2025-11-15,1.0
ORD-124360,2025-05-12,2025-05-12,0.0
ORD-124361,2024-09-09,2024-09-10,1.0
ORD-124362,2024-09-28,2024-09-29,1.0
ORD-124363,2024-08-24,,
ORD-124364,2024-11-17,2024-11-17,0.0
ORD-124365,2025-05-24,2025-05-24,0.0
ORD-124366,2025-01-06,2025-01-07,1.0
ORD-124367,2025-05-13,,
ORD-124368,2024-09-26,2024-09-26,0.0
ORD-124369,2025-09-17,,
ORD-124370,2025-11-15,2025-11-16,1.0
ORD-124371,2025-11-15,2025-11-15,0.0
ORD-124372,2024-03-24,2024-03-24,0.0
ORD-124373,2024-11-29,2024-11-29,0.0
ORD-124374,2025-04-03,2025-04-03,0.0
ORD-124375,2025-04-23,2025-04-24,1.0
ORD-124376,2025-12-14,2025-12-14,0.0
ORD-124377,2025-03-04,2025-03-04,0.0
ORD-124378,2025-04-01,2025-04-01,0.0
ORD-124379,2025-09-01,2025-09-01,0.0
ORD-124380,2025-11-24,2025-11-24,0.0
ORD-124381,2025-03-17,2025-03-17,0.0
ORD-124382,2025-08-04,2025-08-04,0.0
ORD-124383,2025-02-19,2025-02-19,0.0
ORD-124384,2025-11-01,2025-11-01,0.0
ORD-124385,2025-10-16,2025-10-18,2.0
ORD-124386,2025-07-13,2025-07-13,0.0
ORD-124387,2025-11-02,2025-11-02,0.0
ORD-124388,2025-11-23,2025-11-23,0.0
ORD-124389,2024-12-27,2024-12-27,0.0
ORD-124390,2025-01-30,2025-01-30,0.0
ORD-124391,2024-10-22,2024-10-22,0.0
ORD-124392,2025-10-18,,
ORD-124393,2025-03-20,2025-03-20,0.0
ORD-124394,2025-08-02,2025-08-02,0.0
ORD-124395,2025-06-23,2025-06-24,1.0
ORD-124396,2025-09-23,2025-09-23,0.0
ORD-124397,2024-07-21,2024-07-22,1.0
ORD-124398,2024-10-04,2024-10-04,0.0
ORD-124399,2025-05-03,2025-05-05,2.0
ORD-124400,2025-03-05,2025-03-06,1.0
ORD-124401,2025-11-24,2025-11-24,0.0
ORD-124402,2025-05-03,2025-05-03,0.0
ORD-124403,2024-12-12,2024-12-12,0.0
ORD-124404,2025-08-22,2025-08-22,0.0
ORD-124405,2025-01-12,2025-01-12,0.0
ORD-124406,2025-01-02,2025-01-04,2.0
ORD-124407,2025-12-05,2025-12-05,0.0
ORD-124408,2025-11-07,2025-11-07,0.0
ORD-124409,2025-02-13,2025-02-13,0.0
ORD-124410,2025-02-02,2025-02-02,0.0
ORD-124411,2025-09-14,,
ORD-124412,2025-09-03,2025-09-04,1.0
ORD-124413,2025-08-01,2025-08-02,1.0
ORD-124414,2025-03-26,2025-03-27,1.0
ORD-124415,2024-10-22,2024-10-22,0.0
ORD-124416,2025-05-20,2025-05-20,0.0
ORD-124417,2024-09-20,2024-09-21,1.0
ORD-124418,2025-04-23,2025-04-23,0.0
ORD-124419,2025-08-21,2025-08-21,0.0
ORD-124420,2025-10-25,,
ORD-124421,2025-10-15,2025-10-16,1.0
ORD-124422,2025-06-18,2025-06-20,2.0
ORD-124423,2025-04-20,2025-04-22,2.0
ORD-124424,2025-11-12,2025-11-12,0.0
ORD-124425,2025-07-07,2025-07-07,0.0
ORD-124426,2025-07-04,2025-07-05,1.0
ORD-124427,2025-10-01,2025-10-02,1.0
ORD-124428,2025-11-21,2025-11-21,0.0
ORD-124429,2024-11-25,2024-11-25,0.0
ORD-124430,2024-12-02,2024-12-03,1.0
ORD-124431,2025-11-06,,
ORD-124432,2025-12-23,2025-12-24,1.0
ORD-124433,2024-10-13,2024-10-13,0.0
ORD-124434,2025-02-15,2025-02-15,0.0
ORD-124435,2024-10-21,2024-10-21,0.0
ORD-124436,2025-11-19,2025-11-19,0.0
ORD-124437,2025-04-01,2025-04-01,0.0
ORD-124438,2025-10-27,,
ORD-124439,2025-10-04,2025-10-04,0.0
ORD-124440,2025-11-17,2025-11-18,1.0
ORD-124441,2025-03-28,2025-03-30,2.0
ORD-124442,2025-11-14,2025-11-14,0.0
ORD-124443,2025-08-04,2025-08-04,0.0
ORD-124444,2025-10-27,2025-10-27,0.0
ORD-124445,2025-10-09,2025-10-09,0.0
ORD-124446,2025-06-14,2025-06-14,0.0
ORD-124447,2025-11-10,2025-11-10,0.0
ORD-124448,2025-09-22,2025-09-24,2.0
ORD-124449,2025-05-02,2025-05-02,0.0
ORD-124450,2025-10-25,,
ORD-124451,2024-03-19,2024-03-19,0.0
ORD-124452,2025-10-03,2025-10-03,0.0
ORD-124453,2025-04-19,2025-04-19,0.0
ORD-124454,2024-10-25,2024-10-25,0.0
ORD-124455,2024-12-11,2024-12-11,0.0
ORD-124456,2025-07-07,2025-07-07,0.0
ORD-124457,2025-10-16,2025-10-17,1.0
ORD-124458,2025-11-29,2025-11-30,1.0
ORD-124459,2025-11-10,2025-11-10,0.0
ORD-124460,2025-07-23,2025-07-23,0.0
ORD-124461,2025-12-06,2025-12-07,1.0
ORD-124462,2025-06-04,2025-06-04,0.0
ORD-124463,2025-08-16,2025-08-16,0.0
ORD-124464,2025-12-22,2025-12-23,1.0
ORD-124465,2025-03-19,2025-03-19,0.0
ORD-124466,2025-08-21,2025-08-21,0.0
ORD-124467,2024-11-19,2024-11-19,0.0
ORD-124468,2024-06-28,2024-06-28,0.0
ORD-124469,2025-12-01,2025-12-01,0.0
ORD-124470,2025-10-07,2025-10-08,1.0
ORD-124471,2025-11-13,2025-11-15,2.0
ORD-124472,2025-11-07,2025-11-09,2.0
ORD-124473,2025-05-31,2025-05-31,0.0
ORD-124474,2024-10-06,,
ORD-124475,2025-05-20,2025-05-21,1.0
ORD-124476,2024-12-27,2024-12-27,0.0
ORD-124477,2025-06-27,2025-06-27,0.0
ORD-124478,2025-01-25,2025-01-25,0.0
ORD-124479,2024-08-16,2024-08-16,0.0
ORD-124480,2025-08-24,2025-08-24,0.0
ORD-124481,2025-11-26,2025-11-26,0.0
ORD-124482,2024-11-11,2024-11-11,0.0
ORD-124483,2025-07-17,,
ORD-124484,2025-11-05,2025-11-06,1.0
ORD-124485,2025-03-25,2025-03-27,2.0
ORD-124486,2025-07-13,,
ORD-124487,2026-01-02,2026-01-02,0.0
ORD-124488,2025-05-09,2025-05-10,1.0
ORD-124489,2025-01-27,2025-01-29,2.0
ORD-124490,2025-10-31,2025-11-03,3.0
ORD-124491,2025-04-08,,
ORD-124492,2025-04-16,2025-04-16,0.0
ORD-124493,2025-09-09,2025-09-10,1.0
ORD-124494,2025-05-18,2025-05-18,0.0
ORD-124495,2024-10-30,2024-10-30,0.0
ORD-124496,2025-07-15,2025-07-15,0.0
ORD-124497,2024-12-23,2024-12-23,0.0
ORD-124498,2025-07-24,2025-07-24,0.0
ORD-124499,2025-06-28,2025-06-30,2.0
ORD-124500,2025-05-15,2025-05-18,3.0
ORD-124501,2025-07-30,2025-08-02,3.0
ORD-124502,2025-12-11,,
ORD-124503,2025-11-10,2025-11-12,2.0
ORD-124504,2025-03-24,2025-03-24,0.0
ORD-124505,2025-05-23,,
ORD-124506,2025-03-19,2025-03-20,1.0
ORD-124507,2025-11-16,2025-11-17,1.0
ORD-124508,2025-11-22,2025-11-24,2.0
ORD-124509,2025-05-04,2025-05-04,0.0
ORD-124510,2025-10-25,2025-10-26,1.0
ORD-124511,2025-07-27,2025-07-29,2.0
ORD-124512,2025-09-01,2025-09-01,0.0
ORD-124513,2025-10-29,2025-10-29,0.0
ORD-124514,2025-11-15,,
ORD-124515,2025-09-17,2025-09-19,2.0
ORD-124516,2024-11-06,2024-11-06,0.0
ORD-124517,2025-04-23,2025-04-23,0.0
ORD-124518,2025-12-07,2025-12-07,0.0
ORD-124519,2025-11-17,,
ORD-124520,2025-06-21,,
ORD-124521,2025-11-27,2025-11-30,3.0
ORD-124522,2024-09-10,2024-09-10,0.0
ORD-124523,2025-10-01,,
ORD-124524,2025-10-18,2025-10-18,0.0
ORD-124525,2024-08-20,2024-08-22,2.0
ORD-124526,2025-09-15,2025-09-15,0.0
ORD-124527,2025-11-01,2025-11-01,0.0
ORD-124528,2025-11-04,2025-11-06,2.0
ORD-124529,2024-09-21,2024-09-21,0.0
ORD-124530,2024-11-10,2024-11-10,0.0
ORD-124531,2025-07-07,2025-07-07,0.0
ORD-124532,2025-03-26,2025-03-26,0.0
ORD-124533,2025-11-29,2025-11-29,0.0
ORD-124534,2024-12-27,2024-12-28,1.0
ORD-124535,2025-08-22,2025-08-23,1.0
ORD-124536,2025-09-04,2025-09-04,0.0
ORD-124537,2025-09-07,,
ORD-124538,2025-10-26,2025-10-26,0.0
ORD-124539,2024-02-21,2024-02-21,0.0
ORD-124540,2025-12-09,2025-12-09,0.0
ORD-124541,2025-11-24,2025-11-25,1.0
ORD-124542,2025-01-11,2025-01-13,2.0
ORD-124543,2025-11-21,2025-11-21,0.0
ORD-124544,2025-07-23,2025-07-23,0.0
ORD-124545,2025-01-09,2025-01-09,0.0
ORD-124546,2024-08-01,2024-08-02,1.0
ORD-124547,2025-10-26,2025-10-26,0.0
ORD-124548,2025-04-13,,
ORD-124549,2024-11-09,2024-11-09,0.0
ORD-124550,2025-09-18,2025-09-18,0.0
ORD-124551,2025-05-02,,
ORD-124552,2026-01-01,2026-01-01,0.0
ORD-124553,2025-12-10,2025-12-10,0.0
ORD-124554,2025-05-11,,
ORD-124555,2025-12-07,2025-12-07,0.0
ORD-124556,2025-11-28,,
ORD-124557,2025-10-23,2025-10-26,3.0
ORD-124558,2025-11-10,,
ORD-124559,2024-11-16,2024-11-16,0.0
ORD-124560,2025-10-30,2025-10-31,1.0
ORD-124561,2025-11-25,2025-11-26,1.0
ORD-124562,2024-11-04,2024-11-04,0.0
ORD-124563,2025-09-01,2025-09-01,0.0
ORD-124564,2024-12-03,2024-12-03,0.0
ORD-124565,2025-10-23,2025-10-23,0.0
ORD-124566,2024-08-22,2024-08-25,3.0
ORD-124567,2025-05-08,2025-05-10,2.0
ORD-124568,2025-11-21,,
ORD-124569,2025-08-24,2025-08-25,1.0
ORD-124570,2025-10-29,,
ORD-124571,2024-08-05,2024-08-05,0.0
ORD-124572,2025-10-23,2025-10-23,0.0
ORD-124573,2025-08-22,2025-08-22,0.0
ORD-124574,2024-11-18,2024-11-18,0.0
ORD-124575,2025-11-04,2025-11-04,0.0
ORD-124576,2024-05-17,2024-05-17,0.0
ORD-124577,2025-09-05,2025-09-08,3.0
ORD-124578,2024-05-29,2024-05-29,0.0
ORD-124579,2025-10-30,2025-10-30,0.0
ORD-124580,2025-08-01,2025-08-02,1.0
ORD-124581,2024-09-11,2024-09-14,3.0
ORD-124582,2025-05-10,2025-05-10,0.0
ORD-124583,2025-01-28,2025-01-28,0.0
ORD-124584,2025-10-13,2025-10-14,1.0
ORD-124585,2025-04-12,,
ORD-124586,2025-09-15,2025-09-16,1.0
ORD-124587,2025-11-09,2025-11-09,0.0
ORD-124588,2024-10-27,2024-10-29,2.0
ORD-124589,2024-09-02,2024-09-02,0.0
ORD-124590,2025-10-21,2025-10-21,0.0
ORD-124591,2025-03-07,2025-03-09,2.0
ORD-124592,2025-06-13,2025-06-13,0.0
ORD-124593,2025-08-12,2025-08-14,2.0
ORD-124594,2025-09-16,2025-09-18,2.0
ORD-124595,2025-10-07,,
ORD-124596,2025-10-27,2025-10-27,0.0
ORD-124597,2024-08-17,2024-08-17,0.0
ORD-124598,2025-10-23,2025-10-25,2.0
ORD-124599,2025-08-11,2025-08-11,0.0
ORD-124600,2024-07-01,2024-07-01,0.0
ORD-124601,2025-07-10,2025-07-11,1.0
ORD-124602,2024-05-06,2024-05-06,0.0
ORD-124603,2025-08-30,,
ORD-124604,2024-12-25,2024-12-25,0.0
ORD-124605,2025-09-07,,
ORD-124606,2025-01-03,2025-01-03,0.0
ORD-124607,2025-05-09,2025-05-09,0.0
ORD-124608,2025-10-03,2025-10-03,0.0
ORD-124609,2025-11-05,2025-11-06,1.0
ORD-124610,2024-12-04,2024-12-04,0.0
ORD-124611,2025-03-24,2025-03-26,2.0
ORD-124612,2025-11-08,2025-11-08,0.0
ORD-124613,2025-06-17,2025-06-17,0.0
ORD-124614,2025-05-19,2025-05-22,3.0
ORD-124615,2025-09-18,2025-09-18,0.0
ORD-124616,2025-08-21,2025-08-21,0.0
ORD-124617,2025-03-13,2025-03-13,0.0
ORD-124618,2024-10-20,2024-10-20,0.0
ORD-124619,2025-10-13,2025-10-13,0.0
ORD-124620,2025-09-16,2025-09-16,0.0
ORD-124621,2025-11-19,,
ORD-124622,2025-12-30,2025-12-30,0.0
ORD-124623,2025-01-22,2025-01-23,1.0
ORD-124624,2024-10-07,2024-10-07,0.0
ORD-124625,2025-02-01,2025-02-01,0.0
ORD-124626,2024-10-06,2024-10-08,2.0
ORD-124627,2025-10-26,2025-10-26,0.0
ORD-124628,2025-12-11,2025-12-11,0.0
ORD-124629,2025-11-16,2025-11-16,0.0
ORD-124630,2025-06-25,2025-06-28,3.0
ORD-124631,2025-02-13,2025-02-13,0.0
ORD-124632,2025-04-29,2025-04-29,0.0
ORD-124633,2025-10-24,2025-10-24,0.0
ORD-124634,2024-12-11,2024-12-11,0.0
ORD-124635,2025-01-12,2025-01-12,0.0
ORD-124636,2025-06-29,2025-06-30,1.0
ORD-124637,2025-11-14,2025-11-14,0.0
ORD-124638,2025-06-22,2025-06-22,0.0
ORD-124639,2025-08-06,,
ORD-124640,2025-11-14,2025-11-14,0.0
ORD-124641,2025-08-22,2025-08-22,0.0
ORD-124642,2024-07-30,2024-07-31,1.0
ORD-124643,2025-05-19,2025-05-19,0.0
ORD-124644,2024-09-06,2024-09-07,1.0
ORD-124645,2025-04-01,2025-04-01,0.0
ORD-124646,2025-10-22,2025-10-24,2.0
ORD-124647,2025-11-24,,
ORD-124648,2025-04-19,2025-04-19,0.0
ORD-124649,2025-03-08,2025-03-09,1.0
ORD-124650,2025-04-04,2025-04-04,0.0
ORD-124651,2024-10-24,2024-10-24,0.0
ORD-124652,2025-08-15,2025-08-16,1.0
ORD-124653,2025-12-31,2026-01-01,1.0
ORD-124654,2024-11-05,2024-11-05,0.0
ORD-124655,2025-10-10,2025-10-10,0.0
ORD-124656,2025-02-09,2025-02-09,0.0
ORD-124657,2025-01-22,,
ORD-124658,2025-09-16,2025-09-17,1.0
ORD-124659,2025-01-28,2025-01-29,1.0
ORD-124660,2025-11-07,2025-11-08,1.0
ORD-124661,2025-10-19,2025-10-20,1.0
ORD-124662,2025-11-09,2025-11-09,0.0
ORD-124663,2024-10-18,2024-10-21,3.0
ORD-124664,2025-11-06,2025-11-06,0.0
ORD-124665,2025-10-27,2025-10-27,0.0
ORD-124666,2025-09-05,2025-09-05,0.0
ORD-124667,2025-11-08,2025-11-09,1.0
ORD-124668,2024-05-09,2024-05-09,0.0
ORD-124669,2025-09-08,2025-09-09,1.0
ORD-124670,2025-04-13,,
ORD-124671,2025-06-12,2025-06-12,0.0
ORD-124672,2025-07-23,2025-07-23,0.0
ORD-124673,2024-07-07,,
ORD-124674,2024-07-27,2024-07-27,0.0
ORD-124675,2024-07-09,2024-07-10,1.0
ORD-124676,2025-07-15,2025-07-16,1.0
ORD-124677,2025-11-29,2025-11-29,0.0
ORD-124678,2025-11-04,2025-11-04,0.0
ORD-124679,2025-07-24,2025-07-24,0.0
ORD-124680,2025-01-19,2025-01-19,0.0
ORD-124681,2024-03-09,2024-03-09,0.0
ORD-124682,2024-09-08,2024-09-09,1.0
ORD-124683,2024-07-15,2024-07-16,1.0
ORD-124684,2025-03-27,2025-03-27,0.0
ORD-124685,2025-06-18,2025-06-18,0.0
ORD-124686,2025-03-09,2025-03-11,2.0
ORD-124687,2024-11-03,2024-11-03,0.0
ORD-124688,2025-10-25,2025-10-26,1.0
ORD-124689,2025-08-22,2025-08-22,0.0
ORD-124690,2025-11-22,2025-11-23,1.0
ORD-124691,2025-12-12,2025-12-12,0.0
ORD-124692,2025-01-27,2025-01-27,0.0
ORD-124693,2025-03-28,2025-03-28,0.0
ORD-124694,2025-11-15,2025-11-15,0.0
ORD-124695,2025-07-12,2025-07-12,0.0
ORD-124696,2024-06-01,2024-06-03,2.0
ORD-124697,2025-08-12,2025-08-12,0.0
ORD-124698,2025-12-18,2025-12-18,0.0
ORD-124699,2025-04-23,,
ORD-124700,2025-09-25,2025-09-25,0.0
ORD-124701,2024-12-13,2024-12-13,0.0
ORD-124702,2025-05-12,2025-05-12,0.0
ORD-124703,2025-12-21,2025-12-21,0.0
ORD-124704,2025-01-30,2025-01-31,1.0
ORD-124705,2025-11-19,2025-11-19,0.0
ORD-124706,2024-10-30,2024-10-30,0.0
ORD-124707,2025-05-08,2025-05-08,0.0
ORD-124708,2024-09-10,2024-09-10,0.0
ORD-124709,2025-04-27,2025-04-30,3.0
ORD-124710,2025-08-11,2025-08-11,0.0
ORD-124711,2025-06-08,,
ORD-124712,2025-05-24,2025-05-24,0.0
ORD-124713,2024-08-21,2024-08-21,0.0
ORD-124714,2025-03-27,2025-03-27,0.0
ORD-124715,2025-10-30,2025-11-02,3.0
ORD-124716,2025-10-05,2025-10-05,0.0
ORD-124717,2025-02-16,2025-02-16,0.0
ORD-124718,2025-07-24,2025-07-24,0.0
ORD-124719,2025-12-09,2025-12-12,3.0
ORD-124720,2024-11-19,2024-11-19,0.0
ORD-124721,2025-12-23,2025-12-23,0.0
ORD-124722,2025-09-29,2025-09-29,0.0
ORD-124723,2025-09-29,2025-09-29,0.0
ORD-124724,2024-08-09,2024-08-10,1.0
ORD-124725,2025-06-16,2025-06-16,0.0
ORD-124726,2024-10-01,,
ORD-124727,2024-06-26,,
ORD-124728,2025-03-06,2025-03-06,0.0
ORD-124729,2025-08-20,2025-08-20,0.0
ORD-124730,2024-11-11,2024-11-11,0.0
ORD-124731,2025-11-12,2025-11-13,1.0
ORD-124732,2025-07-27,2025-07-29,2.0
ORD-124733,2024-09-05,2024-09-07,2.0
ORD-124734,2024-09-25,2024-09-25,0.0
ORD-124735,2024-03-20,2024-03-20,0.0
ORD-124736,2025-06-19,2025-06-19,0.0
ORD-124737,2025-02-06,2025-02-11,5.0
ORD-124738,2025-05-14,2025-05-15,1.0
ORD-124739,2024-09-27,2024-09-27,0.0
ORD-124740,2025-12-30,2025-12-30,0.0
ORD-124741,2025-05-02,2025-05-02,0.0
ORD-124742,2025-09-29,2025-09-29,0.0
ORD-124743,2025-10-02,2025-10-02,0.0
ORD-124744,2024-11-18,2024-11-18,0.0
ORD-124745,2025-12-04,2025-12-04,0.0
ORD-124746,2024-09-28,2024-09-28,0.0
ORD-124747,2024-12-21,2024-12-21,0.0
ORD-124748,2024-08-21,2024-08-21,0.0
ORD-124749,2025-05-21,2025-05-21,0.0
ORD-124750,2025-09-24,2025-09-25,1.0
ORD-124751,2025-12-09,2025-12-09,0.0
ORD-124752,2025-06-10,2025-06-10,0.0
ORD-124753,2025-08-19,2025-08-19,0.0
